dataset,group,time,peer,round,accuracy,loss
cifar10,DL,356.638636,0,39,44.110000,1.570123
cifar10,DL,356.638636,0,39,42.920000,1.554310
cifar10,DL,356.638636,0,39,47.230000,1.477278
cifar10,DL,356.638636,0,39,40.290000,1.643774
cifar10,DL,356.638636,0,39,46.660000,1.488097
cifar10,DL,356.638636,0,39,46.660000,1.465988
cifar10,DL,356.638636,0,39,42.230000,1.639637
cifar10,DL,356.638636,0,39,45.330000,1.498974
cifar10,DL,356.638636,0,39,38.910000,1.682367
cifar10,DL,356.638636,0,39,41.730000,1.614944
cifar10,DL,356.638636,0,39,45.330000,1.518301
cifar10,DL,356.638636,0,39,42.730000,1.640916
cifar10,DL,356.638636,0,39,45.090000,1.518491
cifar10,DL,356.638636,0,39,42.470000,1.605742
cifar10,DL,356.638636,0,39,44.940000,1.492864
cifar10,DL,356.638636,0,39,45.890000,1.471386
cifar10,DL,356.638636,0,39,42.830000,1.570873
cifar10,DL,356.638636,0,39,45.920000,1.503895
cifar10,DL,356.638636,0,39,44.800000,1.494095
cifar10,DL,356.638636,0,39,39.050000,1.652790
cifar10,DL,356.638636,0,39,45.160000,1.534001
cifar10,DL,356.638636,0,39,34.070000,1.933195
cifar10,DL,356.638636,0,39,43.140000,1.566334
cifar10,DL,356.638636,0,39,47.370000,1.460075
cifar10,DL,356.638636,0,39,44.580000,1.515673
cifar10,DL,356.638636,0,39,45.300000,1.528549
cifar10,DL,356.638636,0,39,42.140000,1.656882
cifar10,DL,356.638636,0,39,45.160000,1.494372
cifar10,DL,356.638636,0,39,45.840000,1.514176
cifar10,DL,356.638636,0,39,41.910000,1.572475
cifar10,DL,356.638636,0,39,47.350000,1.475990
cifar10,DL,356.638636,0,39,45.040000,1.522984
cifar10,DL,356.638636,0,39,44.090000,1.556379
cifar10,DL,356.638636,0,39,45.990000,1.493277
cifar10,DL,356.638636,0,39,43.160000,1.590768
cifar10,DL,356.638636,0,39,42.900000,1.553014
cifar10,DL,356.638636,0,39,35.470000,1.794449
cifar10,DL,356.638636,0,39,44.900000,1.506687
cifar10,DL,356.638636,0,39,42.330000,1.575559
cifar10,DL,356.638636,0,39,45.350000,1.485946
cifar10,DL,356.638636,0,39,44.110000,1.573211
cifar10,DL,356.638636,0,39,45.410000,1.498575
cifar10,DL,356.638636,0,39,47.980000,1.446784
cifar10,DL,356.638636,0,39,43.840000,1.568843
cifar10,DL,356.638636,0,39,41.370000,1.624095
cifar10,DL,356.638636,0,39,46.540000,1.477735
cifar10,DL,356.638636,0,39,41.750000,1.608765
cifar10,DL,356.638636,0,39,46.030000,1.517923
cifar10,DL,356.638636,0,39,44.370000,1.506659
cifar10,DL,356.638636,0,39,44.750000,1.557368
cifar10,DL,356.638636,0,39,43.490000,1.566100
cifar10,DL,356.638636,0,39,42.980000,1.530314
cifar10,DL,356.638636,0,39,45.730000,1.509857
cifar10,DL,356.638636,0,39,45.470000,1.493853
cifar10,DL,356.638636,0,39,42.440000,1.629624
cifar10,DL,356.638636,0,39,45.780000,1.489549
cifar10,DL,356.638636,0,39,46.710000,1.459030
cifar10,DL,356.638636,0,39,43.850000,1.514426
cifar10,DL,356.638636,0,39,42.370000,1.627358
cifar10,DL,356.638636,0,39,41.930000,1.600786
cifar10,DL,356.638636,0,39,43.540000,1.541671
cifar10,DL,356.638636,0,39,42.330000,1.571936
cifar10,DL,356.638636,0,39,45.310000,1.524522
cifar10,DL,356.638636,0,39,46.780000,1.466224
cifar10,DL,356.638636,0,39,44.070000,1.557388
cifar10,DL,356.638636,0,39,43.640000,1.547047
cifar10,DL,356.638636,0,39,45.190000,1.485669
cifar10,DL,356.638636,0,39,40.500000,1.639075
cifar10,DL,356.638636,0,39,41.690000,1.622912
cifar10,DL,356.638636,0,39,37.050000,1.807536
cifar10,DL,356.638636,0,39,47.770000,1.450720
cifar10,DL,356.638636,0,39,44.770000,1.520779
cifar10,DL,356.638636,0,39,44.630000,1.497811
cifar10,DL,356.638636,0,39,43.600000,1.578988
cifar10,DL,356.638636,0,39,43.310000,1.576977
cifar10,DL,356.638636,0,39,45.840000,1.494695
cifar10,DL,356.638636,0,39,41.660000,1.585638
cifar10,DL,356.638636,0,39,44.450000,1.506215
cifar10,DL,356.638636,0,39,45.010000,1.558288
cifar10,DL,356.638636,0,39,45.170000,1.489420
cifar10,DL,356.638636,0,39,42.370000,1.607885
cifar10,DL,356.638636,0,39,45.070000,1.532171
cifar10,DL,356.638636,0,39,44.600000,1.520812
cifar10,DL,356.638636,0,39,39.710000,1.696596
cifar10,DL,356.638636,0,39,43.380000,1.569456
cifar10,DL,356.638636,0,39,45.990000,1.489238
cifar10,DL,356.638636,0,39,44.280000,1.543728
cifar10,DL,356.638636,0,39,48.490000,1.441181
cifar10,DL,356.638636,0,39,41.860000,1.616214
cifar10,DL,356.638636,0,39,40.980000,1.570942
cifar10,DL,356.638636,0,39,46.490000,1.465873
cifar10,DL,356.638636,0,39,46.610000,1.452230
cifar10,DL,356.638636,0,39,46.020000,1.478740
cifar10,DL,356.638636,0,39,45.290000,1.494238
cifar10,DL,356.638636,0,39,45.760000,1.489544
cifar10,DL,356.638636,0,39,46.880000,1.473565
cifar10,DL,356.638636,0,39,42.930000,1.596486
cifar10,DL,356.638636,0,39,45.270000,1.507979
cifar10,DL,356.638636,0,39,38.300000,1.649942
cifar10,DL,356.638636,0,39,41.730000,1.676052
cifar10,DL,356.638636,0,39,43.460000,1.516709
cifar10,DL,356.638636,0,39,46.600000,1.467787
cifar10,DL,356.638636,0,39,43.970000,1.552346
cifar10,DL,356.638636,0,39,46.750000,1.486724
cifar10,DL,356.638636,0,39,47.060000,1.490777
cifar10,DL,356.638636,0,39,42.970000,1.561469
cifar10,DL,356.638636,0,39,43.180000,1.562247
cifar10,DL,356.638636,0,39,44.750000,1.547474
cifar10,DL,356.638636,0,39,43.940000,1.541948
cifar10,DL,367.782040,0,40,41.880000,1.619353
cifar10,DL,367.782040,0,40,44.340000,1.516903
cifar10,DL,367.782040,0,40,46.010000,1.476106
cifar10,DL,367.782040,0,40,46.630000,1.451746
cifar10,DL,367.782040,0,40,48.450000,1.434548
cifar10,DL,367.782040,0,40,44.000000,1.580744
cifar10,DL,367.782040,0,40,37.790000,1.861036
cifar10,DL,367.782040,0,40,43.990000,1.511292
cifar10,DL,367.782040,0,40,44.930000,1.520341
cifar10,DL,367.782040,0,40,41.570000,1.565737
cifar10,DL,367.782040,0,40,43.330000,1.552315
cifar10,DL,367.782040,0,40,41.690000,1.567351
cifar10,DL,367.782040,0,40,44.770000,1.543762
cifar10,DL,367.782040,0,40,43.430000,1.600695
cifar10,DL,367.782040,0,40,39.900000,1.617159
cifar10,DL,367.782040,0,40,44.320000,1.530022
cifar10,DL,367.782040,0,40,42.480000,1.676964
cifar10,DL,367.782040,0,40,47.820000,1.453264
cifar10,DL,367.782040,0,40,42.950000,1.545266
cifar10,DL,367.782040,0,40,42.440000,1.579066
cifar10,DL,367.782040,0,40,45.650000,1.515019
cifar10,DL,367.782040,0,40,44.080000,1.563702
cifar10,DL,367.782040,0,40,44.390000,1.519787
cifar10,DL,367.782040,0,40,44.160000,1.532389
cifar10,DL,367.782040,0,40,40.000000,1.674877
cifar10,DL,367.782040,0,40,45.650000,1.537701
cifar10,DL,367.782040,0,40,42.650000,1.618187
cifar10,DL,367.782040,0,40,45.860000,1.505048
cifar10,DL,367.782040,0,40,38.380000,1.678062
cifar10,DL,367.782040,0,40,44.800000,1.518741
cifar10,DL,367.782040,0,40,47.660000,1.445361
cifar10,DL,367.782040,0,40,45.720000,1.494486
cifar10,DL,367.782040,0,40,43.930000,1.566404
cifar10,DL,367.782040,0,40,45.270000,1.508722
cifar10,DL,367.782040,0,40,39.540000,1.659935
cifar10,DL,367.782040,0,40,45.630000,1.484626
cifar10,DL,367.782040,0,40,44.800000,1.527298
cifar10,DL,367.782040,0,40,43.600000,1.583601
cifar10,DL,367.782040,0,40,44.450000,1.529053
cifar10,DL,367.782040,0,40,45.510000,1.492273
cifar10,DL,367.782040,0,40,42.440000,1.572921
cifar10,DL,367.782040,0,40,42.360000,1.596643
cifar10,DL,367.782040,0,40,46.740000,1.468726
cifar10,DL,367.782040,0,40,45.120000,1.507517
cifar10,DL,367.782040,0,40,45.490000,1.504795
cifar10,DL,367.782040,0,40,47.910000,1.444883
cifar10,DL,367.782040,0,40,41.530000,1.616712
cifar10,DL,367.782040,0,40,43.500000,1.558061
cifar10,DL,367.782040,0,40,46.950000,1.450531
cifar10,DL,367.782040,0,40,46.390000,1.484360
cifar10,DL,367.782040,0,40,43.220000,1.637043
cifar10,DL,367.782040,0,40,43.590000,1.559786
cifar10,DL,367.782040,0,40,44.980000,1.559202
cifar10,DL,367.782040,0,40,47.530000,1.445739
cifar10,DL,367.782040,0,40,41.770000,1.674412
cifar10,DL,367.782040,0,40,43.950000,1.548807
cifar10,DL,367.782040,0,40,46.570000,1.479221
cifar10,DL,367.782040,0,40,47.070000,1.458548
cifar10,DL,367.782040,0,40,39.270000,1.683809
cifar10,DL,367.782040,0,40,44.470000,1.548561
cifar10,DL,367.782040,0,40,46.170000,1.466371
cifar10,DL,367.782040,0,40,43.810000,1.549908
cifar10,DL,367.782040,0,40,48.320000,1.447994
cifar10,DL,367.782040,0,40,40.290000,1.679580
cifar10,DL,367.782040,0,40,43.250000,1.604126
cifar10,DL,367.782040,0,40,44.240000,1.509197
cifar10,DL,367.782040,0,40,40.750000,1.615334
cifar10,DL,367.782040,0,40,38.680000,1.666429
cifar10,DL,367.782040,0,40,47.740000,1.467392
cifar10,DL,367.782040,0,40,46.580000,1.469304
cifar10,DL,367.782040,0,40,47.260000,1.470076
cifar10,DL,367.782040,0,40,47.530000,1.453115
cifar10,DL,367.782040,0,40,41.000000,1.665292
cifar10,DL,367.782040,0,40,48.320000,1.450086
cifar10,DL,367.782040,0,40,44.230000,1.541470
cifar10,DL,367.782040,0,40,42.360000,1.576182
cifar10,DL,367.782040,0,40,47.490000,1.494724
cifar10,DL,367.782040,0,40,47.850000,1.429046
cifar10,DL,367.782040,0,40,45.870000,1.475779
cifar10,DL,367.782040,0,40,46.560000,1.485782
cifar10,DL,367.782040,0,40,45.940000,1.489597
cifar10,DL,367.782040,0,40,44.240000,1.538779
cifar10,DL,367.782040,0,40,44.210000,1.526755
cifar10,DL,367.782040,0,40,47.880000,1.452702
cifar10,DL,367.782040,0,40,44.300000,1.527414
cifar10,DL,367.782040,0,40,42.410000,1.612745
cifar10,DL,367.782040,0,40,44.060000,1.553561
cifar10,DL,367.782040,0,40,42.960000,1.614978
cifar10,DL,367.782040,0,40,43.970000,1.572642
cifar10,DL,367.782040,0,40,42.360000,1.579246
cifar10,DL,367.782040,0,40,44.660000,1.506482
cifar10,DL,367.782040,0,40,43.120000,1.571733
cifar10,DL,367.782040,0,40,46.380000,1.467975
cifar10,DL,367.782040,0,40,43.890000,1.543000
cifar10,DL,367.782040,0,40,43.660000,1.583509
cifar10,DL,367.782040,0,40,45.600000,1.486002
cifar10,DL,367.782040,0,40,42.510000,1.599929
cifar10,DL,367.782040,0,40,42.840000,1.556900
cifar10,DL,367.782040,0,40,43.820000,1.545976
cifar10,DL,367.782040,0,40,44.220000,1.543218
cifar10,DL,367.782040,0,40,41.230000,1.667564
cifar10,DL,367.782040,0,40,42.630000,1.570700
cifar10,DL,367.782040,0,40,43.800000,1.585353
cifar10,DL,367.782040,0,40,45.300000,1.506855
cifar10,DL,367.782040,0,40,45.870000,1.527456
cifar10,DL,367.782040,0,40,42.750000,1.593642
cifar10,DL,367.782040,0,40,45.120000,1.506660
cifar10,DL,367.782040,0,40,47.260000,1.499643
cifar10,DL,367.782040,0,40,45.740000,1.496669
cifar10,DL,367.782040,0,40,45.570000,1.519672
cifar10,DL,367.782040,0,40,41.740000,1.645758
cifar10,DL,367.782040,0,40,44.080000,1.511221
cifar10,DL,367.782040,0,40,46.930000,1.472887
cifar10,DL,367.782040,0,40,47.000000,1.459859
cifar10,DL,367.782040,0,40,48.220000,1.442018
cifar10,DL,367.782040,0,40,44.640000,1.529551
cifar10,DL,367.782040,0,40,45.290000,1.501335
cifar10,DL,367.782040,0,40,42.640000,1.637542
cifar10,DL,367.782040,0,40,41.640000,1.643446
cifar10,DL,367.782040,0,40,43.930000,1.529097
cifar10,DL,367.782040,0,40,42.290000,1.562204
cifar10,DL,367.782040,0,40,43.830000,1.517588
cifar10,DL,367.782040,0,40,45.940000,1.492401
cifar10,DL,367.782040,0,40,46.750000,1.466807
cifar10,DL,367.782040,0,40,46.520000,1.483294
cifar10,DL,367.782040,0,40,45.510000,1.513618
cifar10,DL,367.782040,0,40,43.400000,1.568878
cifar10,DL,367.782040,0,40,45.600000,1.503278
cifar10,DL,367.782040,0,40,46.520000,1.451883
cifar10,DL,367.782040,0,40,44.020000,1.527040
cifar10,DL,367.782040,0,40,42.950000,1.568304
cifar10,DL,367.782040,0,40,46.540000,1.478840
cifar10,DL,367.782040,0,40,46.320000,1.487809
cifar10,DL,367.782040,0,40,44.570000,1.537981
cifar10,DL,367.782040,0,40,44.920000,1.508503
cifar10,DL,367.782040,0,40,42.660000,1.589018
cifar10,DL,367.782040,0,40,37.640000,1.721274
cifar10,DL,367.782040,0,40,42.970000,1.587564
cifar10,DL,367.782040,0,40,41.000000,1.635591
cifar10,DL,367.782040,0,40,45.400000,1.489457
cifar10,DL,367.782040,0,40,46.120000,1.500745
cifar10,DL,367.782040,0,40,45.460000,1.541731
cifar10,DL,367.782040,0,40,40.760000,1.637834
cifar10,DL,367.782040,0,40,39.860000,1.735059
cifar10,DL,367.782040,0,40,43.720000,1.562539
cifar10,DL,367.782040,0,40,44.970000,1.486665
cifar10,DL,367.782040,0,40,43.340000,1.573037
cifar10,DL,367.782040,0,40,46.500000,1.526810
cifar10,DL,367.782040,0,40,45.630000,1.491998
cifar10,DL,367.782040,0,40,43.690000,1.578186
cifar10,DL,367.782040,0,40,45.270000,1.506696
cifar10,DL,367.782040,0,40,38.880000,1.697439
cifar10,DL,367.782040,0,40,44.000000,1.563135
cifar10,DL,367.782040,0,40,42.720000,1.638829
cifar10,DL,367.782040,0,40,44.330000,1.470281
cifar10,DL,367.782040,0,40,42.300000,1.579125
cifar10,DL,367.782040,0,40,43.950000,1.562924
cifar10,DL,367.782040,0,40,45.250000,1.481015
cifar10,DL,367.782040,0,40,45.300000,1.501703
cifar10,DL,367.782040,0,40,45.020000,1.529504
cifar10,DL,367.782040,0,40,46.190000,1.475214
cifar10,DL,367.782040,0,40,44.620000,1.510986
cifar10,DL,367.782040,0,40,40.160000,1.674939
cifar10,DL,367.782040,0,40,41.680000,1.642975
cifar10,DL,367.782040,0,40,46.330000,1.483111
cifar10,DL,367.782040,0,40,44.930000,1.511226
cifar10,DL,367.782040,0,40,42.360000,1.576628
cifar10,DL,367.782040,0,40,44.910000,1.505092
cifar10,DL,367.782040,0,40,44.850000,1.498058
cifar10,DL,367.782040,0,40,43.270000,1.623137
cifar10,DL,367.782040,0,40,43.720000,1.532600
cifar10,DL,367.782040,0,40,44.970000,1.514668
cifar10,DL,367.782040,0,40,46.980000,1.468180
cifar10,DL,367.782040,0,40,42.050000,1.581405
cifar10,DL,367.782040,0,40,46.630000,1.459990
cifar10,DL,367.782040,0,40,45.630000,1.482101
cifar10,DL,367.782040,0,40,44.490000,1.550447
cifar10,DL,367.782040,0,40,41.890000,1.565181
cifar10,DL,367.782040,0,40,39.340000,1.632612
cifar10,DL,367.782040,0,40,47.970000,1.450992
cifar10,DL,367.782040,0,40,45.880000,1.469408
cifar10,DL,367.782040,0,40,44.750000,1.531022
cifar10,DL,367.782040,0,40,45.770000,1.476702
cifar10,DL,367.782040,0,40,44.700000,1.558411
cifar10,DL,367.782040,0,40,40.760000,1.695262
cifar10,DL,367.782040,0,40,44.340000,1.523780
cifar10,DL,367.782040,0,40,44.050000,1.539335
cifar10,DL,367.782040,0,40,45.410000,1.508682
cifar10,DL,367.782040,0,40,45.750000,1.493382
cifar10,DL,367.782040,0,40,43.030000,1.542533
cifar10,DL,367.782040,0,40,43.150000,1.542364
cifar10,DL,367.782040,0,40,43.080000,1.617083
cifar10,DL,367.782040,0,40,44.560000,1.560896
cifar10,DL,367.782040,0,40,46.410000,1.482958
cifar10,DL,367.782040,0,40,46.480000,1.486493
cifar10,DL,367.782040,0,40,44.550000,1.514148
cifar10,DL,367.782040,0,40,44.920000,1.519323
cifar10,DL,367.782040,0,40,37.990000,1.722262
cifar10,DL,367.782040,0,40,42.130000,1.578393
cifar10,DL,367.782040,0,40,44.370000,1.513602
cifar10,DL,376.906733,0,41,47.590000,1.453405
cifar10,DL,376.906733,0,41,44.640000,1.501564
cifar10,DL,376.906733,0,41,45.210000,1.499326
cifar10,DL,376.906733,0,41,44.790000,1.517691
cifar10,DL,376.906733,0,41,44.370000,1.542577
cifar10,DL,376.906733,0,41,44.860000,1.525326
cifar10,DL,376.906733,0,41,44.950000,1.529932
cifar10,DL,376.906733,0,41,43.970000,1.597951
cifar10,DL,376.906733,0,41,47.630000,1.460408
cifar10,DL,376.906733,0,41,44.840000,1.521925
cifar10,DL,376.906733,0,41,45.890000,1.499640
cifar10,DL,376.906733,0,41,44.750000,1.501235
cifar10,DL,376.906733,0,41,45.640000,1.471466
cifar10,DL,376.906733,0,41,44.650000,1.507843
cifar10,DL,376.906733,0,41,45.190000,1.509518
cifar10,DL,376.906733,0,41,43.330000,1.551751
cifar10,DL,376.906733,0,41,46.380000,1.480306
cifar10,DL,376.906733,0,41,43.440000,1.622990
cifar10,DL,376.906733,0,41,45.520000,1.516070
cifar10,DL,376.906733,0,41,48.310000,1.434392
cifar10,DL,376.906733,0,41,43.340000,1.536572
cifar10,DL,376.906733,0,41,45.810000,1.485360
cifar10,DL,376.906733,0,41,42.910000,1.554250
cifar10,DL,376.906733,0,41,41.460000,1.613830
cifar10,DL,376.906733,0,41,45.320000,1.511651
cifar10,DL,376.906733,0,41,46.080000,1.506767
cifar10,DL,376.906733,0,41,43.830000,1.523539
cifar10,DL,376.906733,0,41,45.310000,1.528827
cifar10,DL,376.906733,0,41,44.820000,1.518802
cifar10,DL,376.906733,0,41,45.040000,1.533427
cifar10,DL,376.906733,0,41,44.790000,1.503827
cifar10,DL,376.906733,0,41,44.360000,1.566999
cifar10,DL,376.906733,0,41,43.790000,1.558813
cifar10,DL,376.906733,0,41,45.670000,1.544520
cifar10,DL,376.906733,0,41,48.100000,1.434979
cifar10,DL,376.906733,0,41,46.050000,1.509978
cifar10,DL,376.906733,0,41,46.340000,1.475851
cifar10,DL,376.906733,0,41,43.220000,1.531335
cifar10,DL,376.906733,0,41,45.380000,1.501830
cifar10,DL,376.906733,0,41,47.090000,1.458531
cifar10,DL,376.906733,0,41,44.900000,1.505972
cifar10,DL,376.906733,0,41,42.750000,1.579564
cifar10,DL,376.906733,0,41,42.990000,1.560690
cifar10,DL,376.906733,0,41,44.540000,1.535349
cifar10,DL,376.906733,0,41,47.720000,1.455957
cifar10,DL,376.906733,0,41,46.990000,1.443523
cifar10,DL,376.906733,0,41,46.690000,1.469991
cifar10,DL,376.906733,0,41,43.240000,1.569254
cifar10,DL,376.906733,0,41,42.060000,1.568923
cifar10,DL,376.906733,0,41,47.910000,1.449141
cifar10,DL,376.906733,0,41,43.180000,1.548032
cifar10,DL,376.906733,0,41,47.590000,1.466740
cifar10,DL,376.906733,0,41,42.980000,1.608742
cifar10,DL,376.906733,0,41,43.690000,1.529069
cifar10,DL,376.906733,0,41,41.300000,1.620088
cifar10,DL,376.906733,0,41,44.460000,1.553456
cifar10,DL,376.906733,0,41,44.750000,1.537606
cifar10,DL,376.906733,0,41,41.560000,1.617273
cifar10,DL,376.906733,0,41,42.510000,1.567536
cifar10,DL,376.906733,0,41,44.030000,1.542753
cifar10,DL,376.906733,0,41,43.970000,1.566880
cifar10,DL,376.906733,0,41,43.760000,1.536465
cifar10,DL,376.906733,0,41,44.820000,1.549920
cifar10,DL,376.906733,0,41,43.880000,1.527417
cifar10,DL,376.906733,0,41,45.670000,1.513191
cifar10,DL,376.906733,0,41,43.400000,1.585920
cifar10,DL,376.906733,0,41,44.480000,1.533684
cifar10,DL,376.906733,0,41,46.410000,1.492765
cifar10,DL,376.906733,0,41,43.970000,1.595919
cifar10,DL,376.906733,0,41,45.100000,1.512616
cifar10,DL,376.906733,0,41,46.130000,1.501627
cifar10,DL,376.906733,0,41,43.490000,1.578212
cifar10,DL,376.906733,0,41,45.900000,1.472102
cifar10,DL,376.906733,0,41,47.500000,1.435860
cifar10,DL,376.906733,0,41,45.030000,1.494693
cifar10,DL,376.906733,0,41,43.310000,1.547870
cifar10,DL,376.906733,0,41,44.990000,1.530575
cifar10,DL,376.906733,0,41,46.150000,1.478436
cifar10,DL,376.906733,0,41,43.630000,1.527503
cifar10,DL,376.906733,0,41,45.410000,1.510820
cifar10,DL,376.906733,0,41,43.130000,1.555006
cifar10,DL,376.906733,0,41,42.540000,1.582170
cifar10,DL,376.906733,0,41,47.730000,1.447267
cifar10,DL,376.906733,0,41,41.130000,1.594644
cifar10,DL,376.906733,0,41,43.040000,1.575882
cifar10,DL,376.906733,0,41,36.000000,1.797884
cifar10,DL,376.906733,0,41,45.410000,1.496874
cifar10,DL,376.906733,0,41,42.460000,1.648484
cifar10,DL,376.906733,0,41,44.160000,1.569327
cifar10,DL,376.906733,0,41,43.410000,1.557866
cifar10,DL,376.906733,0,41,46.820000,1.458449
cifar10,DL,376.906733,0,41,47.180000,1.481299
cifar10,DL,376.906733,0,41,41.660000,1.608221
cifar10,DL,376.906733,0,41,43.820000,1.510343
cifar10,DL,376.906733,0,41,45.810000,1.524036
cifar10,DL,376.906733,0,41,43.190000,1.548620
cifar10,DL,376.906733,0,41,46.980000,1.470159
cifar10,DL,376.906733,0,41,43.300000,1.572079
cifar10,DL,376.906733,0,41,45.810000,1.509414
cifar10,DL,376.906733,0,41,39.040000,1.682753
cifar10,DL,376.906733,0,41,46.800000,1.458495
cifar10,DL,376.906733,0,41,46.620000,1.443833
cifar10,DL,376.906733,0,41,41.710000,1.576882
cifar10,DL,376.906733,0,41,43.400000,1.549342
cifar10,DL,376.906733,0,41,49.660000,1.399710
cifar10,DL,376.906733,0,41,44.030000,1.511770
cifar10,DL,376.906733,0,41,45.090000,1.513365
cifar10,DL,376.906733,0,41,41.960000,1.593758
cifar10,DL,376.906733,0,41,47.860000,1.446897
cifar10,DL,376.906733,0,41,43.740000,1.566529
cifar10,DL,376.906733,0,41,45.850000,1.488659
cifar10,DL,376.906733,0,41,41.520000,1.599419
cifar10,DL,376.906733,0,41,43.390000,1.604127
cifar10,DL,376.906733,0,41,42.410000,1.605150
cifar10,DL,376.906733,0,41,43.750000,1.581823
cifar10,DL,376.906733,0,41,44.020000,1.514146
cifar10,DL,376.906733,0,41,41.640000,1.576550
cifar10,DL,376.906733,0,41,45.620000,1.488257
cifar10,DL,376.906733,0,41,45.260000,1.515678
cifar10,DL,376.906733,0,41,47.740000,1.428662
cifar10,DL,376.906733,0,41,42.970000,1.553253
cifar10,DL,376.906733,0,41,45.530000,1.509624
cifar10,DL,376.906733,0,41,45.190000,1.495974
cifar10,DL,376.906733,0,41,42.970000,1.607596
cifar10,DL,376.906733,0,41,47.090000,1.455502
cifar10,DL,376.906733,0,41,40.600000,1.637039
cifar10,DL,376.906733,0,41,35.480000,1.777033
cifar10,DL,376.906733,0,41,44.560000,1.500784
cifar10,DL,376.906733,0,41,42.500000,1.597347
cifar10,DL,376.906733,0,41,44.160000,1.527122
cifar10,DL,376.906733,0,41,43.920000,1.553040
cifar10,DL,376.906733,0,41,44.060000,1.528042
cifar10,DL,376.906733,0,41,43.810000,1.579281
cifar10,DL,376.906733,0,41,38.560000,1.682265
cifar10,DL,376.906733,0,41,41.510000,1.628052
cifar10,DL,376.906733,0,41,42.510000,1.597594
cifar10,DL,376.906733,0,41,45.480000,1.474849
cifar10,DL,376.906733,0,41,45.460000,1.511181
cifar10,DL,376.906733,0,41,43.460000,1.604667
cifar10,DL,376.906733,0,41,44.570000,1.556155
cifar10,DL,376.906733,0,41,43.570000,1.567582
cifar10,DL,376.906733,0,41,45.710000,1.462600
cifar10,DL,376.906733,0,41,45.930000,1.475439
cifar10,DL,376.906733,0,41,42.880000,1.551776
cifar10,DL,376.906733,0,41,40.810000,1.707324
cifar10,DL,376.906733,0,41,45.440000,1.538684
cifar10,DL,376.906733,0,41,46.010000,1.520321
cifar10,DL,376.906733,0,41,48.240000,1.445402
cifar10,DL,376.906733,0,41,47.630000,1.439292
cifar10,DL,376.906733,0,41,42.520000,1.605448
cifar10,DL,376.906733,0,41,39.330000,1.669584
cifar10,DL,376.906733,0,41,42.670000,1.560168
cifar10,DL,376.906733,0,41,46.750000,1.485305
cifar10,DL,376.906733,0,41,46.220000,1.479167
cifar10,DL,376.906733,0,41,45.680000,1.503578
cifar10,DL,376.906733,0,41,40.550000,1.766855
cifar10,DL,376.906733,0,41,42.040000,1.612679
cifar10,DL,376.906733,0,41,45.510000,1.534478
cifar10,DL,376.906733,0,41,42.680000,1.613031
cifar10,DL,376.906733,0,41,46.950000,1.472091
cifar10,DL,376.906733,0,41,43.250000,1.599708
cifar10,DL,376.906733,0,41,44.010000,1.567574
cifar10,DL,376.906733,0,41,45.850000,1.513915
cifar10,DL,376.906733,0,41,44.880000,1.515149
cifar10,DL,376.906733,0,41,45.160000,1.491134
cifar10,DL,376.906733,0,41,47.020000,1.453027
cifar10,DL,376.906733,0,41,46.510000,1.485240
cifar10,DL,376.906733,0,41,43.460000,1.542160
cifar10,DL,376.906733,0,41,46.240000,1.485042
cifar10,DL,376.906733,0,41,43.270000,1.556923
cifar10,DL,376.906733,0,41,43.000000,1.567999
cifar10,DL,376.906733,0,41,42.250000,1.624457
cifar10,DL,376.906733,0,41,44.700000,1.530956
cifar10,DL,376.906733,0,41,43.850000,1.615924
cifar10,DL,376.906733,0,41,45.050000,1.535482
cifar10,DL,376.906733,0,41,42.420000,1.575071
cifar10,DL,376.906733,0,41,48.560000,1.428576
cifar10,DL,376.906733,0,41,46.800000,1.475360
cifar10,DL,376.906733,0,41,41.910000,1.604752
cifar10,DL,376.906733,0,41,44.310000,1.523474
cifar10,DL,376.906733,0,41,45.170000,1.566454
cifar10,DL,376.906733,0,41,45.830000,1.522482
cifar10,DL,376.906733,0,41,45.750000,1.494631
cifar10,DL,376.906733,0,41,40.350000,1.634400
cifar10,DL,376.906733,0,41,45.240000,1.525545
cifar10,DL,376.906733,0,41,46.250000,1.503844
cifar10,DL,376.906733,0,41,47.580000,1.465489
cifar10,DL,376.906733,0,41,48.050000,1.427963
cifar10,DL,376.906733,0,41,45.850000,1.478849
cifar10,DL,376.906733,0,41,45.220000,1.595273
cifar10,DL,376.906733,0,41,47.510000,1.478616
cifar10,DL,376.906733,0,41,40.890000,1.659676
cifar10,DL,376.906733,0,41,46.740000,1.465358
cifar10,DL,376.906733,0,41,45.320000,1.493703
cifar10,DL,376.906733,0,41,39.960000,1.702365
cifar10,DL,376.906733,0,41,42.900000,1.546148
cifar10,DL,376.906733,0,41,40.190000,1.655473
cifar10,DL,376.906733,0,41,46.710000,1.451130
cifar10,DL,376.906733,0,41,48.490000,1.452723
cifar10,DL,376.906733,0,41,44.810000,1.534034
cifar10,DL,385.508008,0,42,37.420000,1.870421
cifar10,DL,385.508008,0,42,47.760000,1.434042
cifar10,DL,385.508008,0,42,47.460000,1.449768
cifar10,DL,385.508008,0,42,46.800000,1.446657
cifar10,DL,385.508008,0,42,41.200000,1.586972
cifar10,DL,385.508008,0,42,45.180000,1.516698
cifar10,DL,385.508008,0,42,42.320000,1.650803
cifar10,DL,385.508008,0,42,48.270000,1.433438
