dataset,group,time,peer,round,accuracy,loss
cifar10,DL,890.029695,0,97,56.740000,1.225088
cifar10,DL,890.029695,0,97,55.540000,1.273298
cifar10,DL,890.029695,0,97,50.410000,1.436293
cifar10,DL,890.029695,0,97,55.170000,1.278649
cifar10,DL,890.029695,0,97,51.100000,1.409303
cifar10,DL,890.029695,0,97,53.470000,1.337216
cifar10,DL,890.029695,0,97,55.550000,1.253098
cifar10,DL,890.029695,0,97,52.460000,1.367996
cifar10,DL,890.029695,0,97,55.810000,1.241482
cifar10,DL,890.029695,0,97,55.690000,1.258118
cifar10,DL,890.029695,0,97,52.130000,1.395080
cifar10,DL,890.029695,0,97,52.730000,1.334378
cifar10,DL,890.029695,0,97,52.850000,1.351882
cifar10,DL,890.029695,0,97,52.820000,1.331778
cifar10,DL,890.029695,0,97,55.670000,1.263886
cifar10,DL,890.029695,0,97,53.220000,1.343369
cifar10,DL,890.029695,0,97,55.180000,1.273558
cifar10,DL,890.029695,0,97,56.250000,1.245468
cifar10,DL,890.029695,0,97,51.750000,1.383622
cifar10,DL,890.029695,0,97,54.820000,1.272568
cifar10,DL,890.029695,0,97,53.680000,1.367630
cifar10,DL,890.029695,0,97,55.860000,1.232616
cifar10,DL,890.029695,0,97,54.270000,1.320258
cifar10,DL,890.029695,0,97,54.120000,1.310624
cifar10,DL,890.029695,0,97,54.790000,1.270177
cifar10,DL,890.029695,0,97,50.860000,1.427882
cifar10,DL,890.029695,0,97,50.260000,1.420619
cifar10,DL,890.029695,0,97,53.810000,1.289242
cifar10,DL,890.029695,0,97,55.550000,1.256113
cifar10,DL,890.029695,0,97,53.260000,1.309824
cifar10,DL,890.029695,0,97,54.870000,1.262234
cifar10,DL,890.029695,0,97,54.230000,1.321884
cifar10,DL,890.029695,0,97,55.210000,1.276629
cifar10,DL,890.029695,0,97,49.950000,1.447063
cifar10,DL,890.029695,0,97,55.300000,1.255371
cifar10,DL,890.029695,0,97,55.790000,1.247041
cifar10,DL,890.029695,0,97,55.130000,1.268621
cifar10,DL,890.029695,0,97,51.660000,1.418046
cifar10,DL,890.029695,0,97,52.890000,1.335702
cifar10,DL,890.029695,0,97,55.150000,1.250837
cifar10,DL,890.029695,0,97,51.380000,1.398416
cifar10,DL,890.029695,0,97,55.170000,1.265774
cifar10,DL,890.029695,0,97,53.910000,1.299701
cifar10,DL,890.029695,0,97,54.240000,1.301783
cifar10,DL,890.029695,0,97,54.280000,1.299667
cifar10,DL,890.029695,0,97,52.260000,1.359438
cifar10,DL,890.029695,0,97,52.290000,1.345604
cifar10,DL,890.029695,0,97,52.000000,1.380021
cifar10,DL,890.029695,0,97,55.150000,1.274228
cifar10,DL,890.029695,0,97,54.090000,1.287520
cifar10,DL,890.029695,0,97,54.780000,1.294201
cifar10,DL,890.029695,0,97,52.810000,1.367322
cifar10,DL,890.029695,0,97,54.540000,1.328153
cifar10,DL,890.029695,0,97,51.650000,1.420516
cifar10,DL,890.029695,0,97,53.780000,1.308416
cifar10,DL,890.029695,0,97,55.430000,1.261852
cifar10,DL,890.029695,0,97,53.860000,1.327942
cifar10,DL,890.029695,0,97,53.480000,1.298391
cifar10,DL,890.029695,0,97,49.520000,1.496382
cifar10,DL,890.029695,0,97,55.750000,1.248633
cifar10,DL,890.029695,0,97,55.320000,1.300533
cifar10,DL,890.029695,0,97,53.220000,1.334361
cifar10,DL,890.029695,0,97,51.080000,1.371340
cifar10,DL,890.029695,0,97,52.640000,1.345266
cifar10,DL,890.029695,0,97,55.050000,1.288928
cifar10,DL,890.029695,0,97,53.590000,1.315641
cifar10,DL,890.029695,0,97,51.160000,1.488773
cifar10,DL,890.029695,0,97,55.440000,1.247078
cifar10,DL,890.029695,0,97,53.620000,1.302385
cifar10,DL,890.029695,0,97,55.120000,1.288027
cifar10,DL,890.029695,0,97,54.410000,1.284460
cifar10,DL,890.029695,0,97,53.800000,1.331742
cifar10,DL,890.029695,0,97,53.270000,1.333924
cifar10,DL,890.029695,0,97,56.690000,1.243446
cifar10,DL,890.029695,0,97,54.180000,1.328407
cifar10,DL,890.029695,0,97,55.000000,1.265916
cifar10,DL,890.029695,0,97,51.530000,1.359242
cifar10,DL,890.029695,0,97,51.870000,1.420906
cifar10,DL,890.029695,0,97,52.210000,1.349477
cifar10,DL,890.029695,0,97,51.890000,1.384548
cifar10,DL,890.029695,0,97,51.730000,1.410092
cifar10,DL,890.029695,0,97,55.050000,1.275692
cifar10,DL,890.029695,0,97,53.140000,1.354879
cifar10,DL,890.029695,0,97,54.970000,1.270272
cifar10,DL,890.029695,0,97,52.610000,1.365881
cifar10,DL,890.029695,0,97,54.600000,1.302550
cifar10,DL,890.029695,0,97,54.750000,1.285603
cifar10,DL,890.029695,0,97,53.760000,1.336007
cifar10,DL,890.029695,0,97,50.070000,1.410415
cifar10,DL,890.029695,0,97,50.870000,1.435777
cifar10,DL,890.029695,0,97,53.900000,1.312922
cifar10,DL,890.029695,0,97,53.850000,1.321154
cifar10,DL,890.029695,0,97,56.760000,1.227813
cifar10,DL,890.029695,0,97,53.980000,1.323467
cifar10,DL,890.029695,0,97,55.680000,1.263066
cifar10,DL,890.029695,0,97,56.810000,1.211753
cifar10,DL,890.029695,0,97,55.260000,1.260087
cifar10,DL,890.029695,0,97,53.540000,1.329626
cifar10,DL,890.029695,0,97,49.390000,1.504326
cifar10,DL,890.029695,0,97,54.500000,1.296675
cifar10,DL,890.029695,0,97,53.740000,1.316490
cifar10,DL,890.029695,0,97,53.390000,1.362698
cifar10,DL,890.029695,0,97,51.200000,1.446379
cifar10,DL,890.029695,0,97,53.800000,1.314283
cifar10,DL,890.029695,0,97,52.910000,1.326299
cifar10,DL,890.029695,0,97,55.960000,1.258457
cifar10,DL,890.029695,0,97,52.510000,1.331442
cifar10,DL,890.029695,0,97,52.930000,1.347132
cifar10,DL,890.029695,0,97,55.320000,1.277785
cifar10,DL,890.029695,0,97,50.640000,1.393949
cifar10,DL,890.029695,0,97,53.170000,1.328090
cifar10,DL,890.029695,0,97,50.090000,1.501446
cifar10,DL,890.029695,0,97,56.780000,1.215582
cifar10,DL,890.029695,0,97,53.960000,1.300169
cifar10,DL,890.029695,0,97,52.670000,1.359469
cifar10,DL,890.029695,0,97,53.940000,1.318976
cifar10,DL,890.029695,0,97,53.780000,1.350298
cifar10,DL,890.029695,0,97,53.840000,1.309345
cifar10,DL,890.029695,0,97,49.790000,1.422571
cifar10,DL,890.029695,0,97,52.720000,1.356877
cifar10,DL,890.029695,0,97,55.970000,1.270330
cifar10,DL,890.029695,0,97,56.320000,1.230805
cifar10,DL,890.029695,0,97,54.980000,1.285260
cifar10,DL,890.029695,0,97,51.290000,1.405947
cifar10,DL,890.029695,0,97,53.910000,1.299439
cifar10,DL,890.029695,0,97,54.690000,1.284532
cifar10,DL,890.029695,0,97,50.000000,1.419581
cifar10,DL,890.029695,0,97,51.860000,1.378642
cifar10,DL,890.029695,0,97,54.300000,1.282548
cifar10,DL,890.029695,0,97,52.640000,1.357598
cifar10,DL,890.029695,0,97,53.970000,1.332878
cifar10,DL,890.029695,0,97,52.160000,1.347283
cifar10,DL,890.029695,0,97,53.670000,1.296444
cifar10,DL,890.029695,0,97,56.000000,1.239118
cifar10,DL,890.029695,0,97,54.130000,1.311192
cifar10,DL,890.029695,0,97,55.520000,1.254162
cifar10,DL,890.029695,0,97,54.730000,1.305147
cifar10,DL,890.029695,0,97,55.170000,1.272792
cifar10,DL,890.029695,0,97,48.900000,1.442028
cifar10,DL,890.029695,0,97,53.900000,1.319596
cifar10,DL,890.029695,0,97,54.510000,1.282812
cifar10,DL,890.029695,0,97,54.780000,1.288439
cifar10,DL,890.029695,0,97,53.980000,1.309049
cifar10,DL,898.631605,0,98,53.580000,1.313647
cifar10,DL,898.631605,0,98,54.330000,1.294227
cifar10,DL,898.631605,0,98,53.340000,1.341895
cifar10,DL,898.631605,0,98,53.220000,1.312246
cifar10,DL,898.631605,0,98,54.920000,1.253829
cifar10,DL,898.631605,0,98,52.320000,1.369734
cifar10,DL,898.631605,0,98,53.400000,1.345566
cifar10,DL,898.631605,0,98,54.740000,1.277001
cifar10,DL,898.631605,0,98,52.080000,1.351650
cifar10,DL,898.631605,0,98,50.060000,1.439061
cifar10,DL,898.631605,0,98,57.550000,1.216325
cifar10,DL,898.631605,0,98,53.950000,1.310522
cifar10,DL,898.631605,0,98,50.520000,1.410970
cifar10,DL,898.631605,0,98,54.680000,1.305372
cifar10,DL,898.631605,0,98,53.130000,1.347013
cifar10,DL,898.631605,0,98,51.510000,1.372073
cifar10,DL,898.631605,0,98,53.400000,1.329366
cifar10,DL,898.631605,0,98,57.370000,1.217903
cifar10,DL,898.631605,0,98,54.190000,1.314895
cifar10,DL,898.631605,0,98,56.900000,1.219633
cifar10,DL,898.631605,0,98,54.690000,1.277189
cifar10,DL,898.631605,0,98,54.910000,1.269451
cifar10,DL,898.631605,0,98,54.560000,1.297519
cifar10,DL,898.631605,0,98,55.960000,1.252993
cifar10,DL,898.631605,0,98,55.270000,1.282269
cifar10,DL,898.631605,0,98,54.770000,1.280994
cifar10,DL,898.631605,0,98,54.400000,1.312933
cifar10,DL,898.631605,0,98,54.210000,1.286413
cifar10,DL,898.631605,0,98,53.620000,1.329985
cifar10,DL,898.631605,0,98,52.040000,1.349448
cifar10,DL,898.631605,0,98,55.330000,1.266373
cifar10,DL,898.631605,0,98,52.280000,1.355172
cifar10,DL,898.631605,0,98,55.840000,1.271295
cifar10,DL,898.631605,0,98,50.740000,1.417117
cifar10,DL,898.631605,0,98,54.840000,1.277900
cifar10,DL,898.631605,0,98,52.700000,1.407492
cifar10,DL,898.631605,0,98,51.910000,1.446652
cifar10,DL,898.631605,0,98,53.580000,1.347703
cifar10,DL,898.631605,0,98,54.940000,1.314011
cifar10,DL,898.631605,0,98,54.560000,1.288095
cifar10,DL,898.631605,0,98,54.520000,1.296570
cifar10,DL,898.631605,0,98,53.790000,1.340923
cifar10,DL,898.631605,0,98,51.170000,1.403466
cifar10,DL,898.631605,0,98,56.140000,1.252965
cifar10,DL,898.631605,0,98,56.420000,1.249083
cifar10,DL,898.631605,0,98,56.130000,1.248522
cifar10,DL,898.631605,0,98,52.390000,1.369795
cifar10,DL,898.631605,0,98,54.290000,1.295143
cifar10,DL,898.631605,0,98,53.450000,1.367713
cifar10,DL,898.631605,0,98,54.570000,1.310212
cifar10,DL,898.631605,0,98,55.970000,1.241519
cifar10,DL,898.631605,0,98,56.320000,1.228210
cifar10,DL,898.631605,0,98,55.480000,1.270332
cifar10,DL,898.631605,0,98,54.440000,1.309362
cifar10,DL,898.631605,0,98,55.120000,1.267664
cifar10,DL,898.631605,0,98,54.360000,1.306364
cifar10,DL,898.631605,0,98,49.900000,1.433629
cifar10,DL,898.631605,0,98,56.760000,1.216448
cifar10,DL,898.631605,0,98,56.200000,1.236283
cifar10,DL,898.631605,0,98,54.720000,1.271647
cifar10,DL,898.631605,0,98,52.520000,1.326682
cifar10,DL,898.631605,0,98,55.910000,1.270173
cifar10,DL,898.631605,0,98,56.680000,1.237709
cifar10,DL,898.631605,0,98,53.470000,1.350387
cifar10,DL,898.631605,0,98,56.450000,1.237324
cifar10,DL,898.631605,0,98,52.130000,1.360055
cifar10,DL,898.631605,0,98,50.580000,1.401724
cifar10,DL,898.631605,0,98,52.960000,1.338372
cifar10,DL,898.631605,0,98,52.820000,1.346606
cifar10,DL,898.631605,0,98,53.700000,1.325517
cifar10,DL,898.631605,0,98,55.580000,1.250662
cifar10,DL,898.631605,0,98,50.220000,1.424881
cifar10,DL,898.631605,0,98,55.330000,1.270704
cifar10,DL,898.631605,0,98,54.790000,1.294302
cifar10,DL,898.631605,0,98,55.940000,1.235767
cifar10,DL,898.631605,0,98,54.080000,1.355819
cifar10,DL,898.631605,0,98,51.820000,1.370557
cifar10,DL,898.631605,0,98,56.030000,1.264701
cifar10,DL,898.631605,0,98,53.030000,1.346414
cifar10,DL,898.631605,0,98,54.070000,1.312415
cifar10,DL,898.631605,0,98,51.270000,1.426414
cifar10,DL,898.631605,0,98,53.620000,1.314986
cifar10,DL,898.631605,0,98,53.600000,1.309474
cifar10,DL,898.631605,0,98,55.680000,1.245540
cifar10,DL,898.631605,0,98,55.480000,1.257313
cifar10,DL,898.631605,0,98,56.550000,1.230450
cifar10,DL,898.631605,0,98,56.380000,1.230025
cifar10,DL,898.631605,0,98,54.210000,1.332336
cifar10,DL,898.631605,0,98,53.880000,1.311080
cifar10,DL,898.631605,0,98,55.720000,1.265102
cifar10,DL,898.631605,0,98,53.290000,1.325568
cifar10,DL,898.631605,0,98,55.190000,1.261632
cifar10,DL,898.631605,0,98,53.960000,1.320778
cifar10,DL,898.631605,0,98,53.690000,1.315619
cifar10,DL,898.631605,0,98,54.400000,1.316891
cifar10,DL,898.631605,0,98,51.930000,1.384920
cifar10,DL,898.631605,0,98,54.380000,1.289190
cifar10,DL,898.631605,0,98,52.380000,1.338799
cifar10,DL,898.631605,0,98,54.410000,1.298605
cifar10,DL,898.631605,0,98,54.000000,1.306480
cifar10,DL,898.631605,0,98,52.600000,1.353247
cifar10,DL,898.631605,0,98,56.310000,1.252176
cifar10,DL,898.631605,0,98,54.400000,1.315155
cifar10,DL,898.631605,0,98,55.680000,1.260374
cifar10,DL,898.631605,0,98,56.570000,1.227709
cifar10,DL,898.631605,0,98,55.240000,1.262920
cifar10,DL,898.631605,0,98,52.530000,1.385715
cifar10,DL,898.631605,0,98,56.010000,1.265173
cifar10,DL,898.631605,0,98,53.550000,1.329431
cifar10,DL,898.631605,0,98,54.390000,1.326362
cifar10,DL,898.631605,0,98,53.930000,1.333293
cifar10,DL,898.631605,0,98,54.090000,1.332512
cifar10,DL,898.631605,0,98,54.110000,1.306348
cifar10,DL,898.631605,0,98,55.390000,1.269969
cifar10,DL,898.631605,0,98,53.300000,1.325539
cifar10,DL,898.631605,0,98,55.240000,1.273946
cifar10,DL,898.631605,0,98,49.730000,1.446515
cifar10,DL,898.631605,0,98,56.340000,1.241344
cifar10,DL,898.631605,0,98,54.550000,1.289682
cifar10,DL,898.631605,0,98,51.820000,1.452369
cifar10,DL,898.631605,0,98,55.850000,1.257315
cifar10,DL,898.631605,0,98,54.600000,1.322732
cifar10,DL,898.631605,0,98,54.900000,1.247890
cifar10,DL,898.631605,0,98,54.250000,1.332244
cifar10,DL,898.631605,0,98,55.890000,1.252944
cifar10,DL,898.631605,0,98,56.230000,1.242718
cifar10,DL,898.631605,0,98,54.120000,1.296354
cifar10,DL,898.631605,0,98,53.480000,1.352652
cifar10,DL,898.631605,0,98,53.230000,1.349355
cifar10,DL,898.631605,0,98,52.550000,1.352737
cifar10,DL,898.631605,0,98,53.240000,1.340380
cifar10,DL,898.631605,0,98,56.490000,1.219287
cifar10,DL,898.631605,0,98,52.020000,1.338725
cifar10,DL,898.631605,0,98,48.800000,1.618922
cifar10,DL,898.631605,0,98,53.290000,1.327519
cifar10,DL,898.631605,0,98,55.380000,1.274673
cifar10,DL,898.631605,0,98,51.600000,1.403630
cifar10,DL,898.631605,0,98,54.510000,1.289009
cifar10,DL,898.631605,0,98,50.920000,1.423691
cifar10,DL,898.631605,0,98,55.940000,1.254530
cifar10,DL,898.631605,0,98,52.300000,1.349992
cifar10,DL,898.631605,0,98,51.210000,1.413357
cifar10,DL,898.631605,0,98,55.350000,1.269785
cifar10,DL,898.631605,0,98,54.240000,1.311533
cifar10,DL,898.631605,0,98,49.830000,1.434863
cifar10,DL,898.631605,0,98,55.540000,1.276154
cifar10,DL,898.631605,0,98,55.160000,1.262401
cifar10,DL,898.631605,0,98,54.370000,1.312292
cifar10,DL,898.631605,0,98,54.050000,1.317340
cifar10,DL,898.631605,0,98,53.330000,1.302516
cifar10,DL,898.631605,0,98,50.850000,1.385924
cifar10,DL,898.631605,0,98,54.250000,1.273999
cifar10,DL,898.631605,0,98,53.490000,1.347350
cifar10,DL,898.631605,0,98,54.910000,1.286844
cifar10,DL,898.631605,0,98,54.560000,1.279911
cifar10,DL,898.631605,0,98,52.120000,1.352759
cifar10,DL,898.631605,0,98,54.350000,1.278863
cifar10,DL,898.631605,0,98,54.250000,1.330810
cifar10,DL,898.631605,0,98,53.020000,1.341652
cifar10,DL,898.631605,0,98,55.810000,1.270013
cifar10,DL,898.631605,0,98,53.770000,1.300445
cifar10,DL,898.631605,0,98,54.570000,1.296993
cifar10,DL,898.631605,0,98,52.520000,1.370565
cifar10,DL,898.631605,0,98,54.010000,1.287090
cifar10,DL,898.631605,0,98,52.430000,1.362968
cifar10,DL,898.631605,0,98,56.890000,1.218549
cifar10,DL,898.631605,0,98,54.980000,1.261984
cifar10,DL,898.631605,0,98,52.770000,1.376908
cifar10,DL,898.631605,0,98,53.940000,1.309820
cifar10,DL,898.631605,0,98,54.490000,1.297853
cifar10,DL,898.631605,0,98,54.890000,1.284665
cifar10,DL,898.631605,0,98,51.260000,1.366497
cifar10,DL,898.631605,0,98,55.700000,1.235039
cifar10,DL,898.631605,0,98,56.460000,1.226012
cifar10,DL,898.631605,0,98,53.380000,1.331957
cifar10,DL,898.631605,0,98,51.660000,1.405182
cifar10,DL,898.631605,0,98,54.370000,1.320563
cifar10,DL,898.631605,0,98,56.020000,1.243138
cifar10,DL,898.631605,0,98,55.180000,1.262199
cifar10,DL,898.631605,0,98,56.450000,1.239426
cifar10,DL,898.631605,0,98,54.740000,1.272531
cifar10,DL,898.631605,0,98,52.760000,1.369433
cifar10,DL,898.631605,0,98,54.660000,1.294340
cifar10,DL,898.631605,0,98,55.160000,1.261461
cifar10,DL,898.631605,0,98,56.290000,1.225874
cifar10,DL,898.631605,0,98,54.830000,1.295134
cifar10,DL,898.631605,0,98,51.370000,1.371380
cifar10,DL,898.631605,0,98,56.320000,1.246581
cifar10,DL,898.631605,0,98,54.250000,1.286482
cifar10,DL,898.631605,0,98,55.250000,1.258881
cifar10,DL,898.631605,0,98,55.700000,1.247382
cifar10,DL,898.631605,0,98,54.780000,1.283536
cifar10,DL,898.631605,0,98,51.830000,1.389549
cifar10,DL,898.631605,0,98,55.330000,1.268724
cifar10,DL,898.631605,0,98,53.790000,1.327995
cifar10,DL,898.631605,0,98,55.020000,1.300289
cifar10,DL,898.631605,0,98,52.800000,1.348834
cifar10,DL,898.631605,0,98,53.030000,1.363720
cifar10,DL,898.631605,0,98,55.230000,1.279527
cifar10,DL,898.631605,0,98,55.470000,1.276086
cifar10,DL,908.740725,0,99,54.960000,1.279983
cifar10,DL,908.740725,0,99,55.090000,1.279261
cifar10,DL,908.740725,0,99,53.290000,1.351501
cifar10,DL,908.740725,0,99,53.700000,1.314876
cifar10,DL,908.740725,0,99,55.870000,1.256418
cifar10,DL,908.740725,0,99,56.580000,1.233220
cifar10,DL,908.740725,0,99,55.490000,1.256301
cifar10,DL,908.740725,0,99,53.460000,1.340295
cifar10,DL,908.740725,0,99,52.730000,1.368601
cifar10,DL,908.740725,0,99,55.740000,1.264793
cifar10,DL,908.740725,0,99,52.890000,1.375474
cifar10,DL,908.740725,0,99,53.590000,1.320065
cifar10,DL,908.740725,0,99,54.780000,1.275414
cifar10,DL,908.740725,0,99,52.860000,1.324215
cifar10,DL,908.740725,0,99,52.750000,1.365132
cifar10,DL,908.740725,0,99,54.240000,1.287898
cifar10,DL,908.740725,0,99,55.380000,1.241407
cifar10,DL,908.740725,0,99,50.610000,1.396226
cifar10,DL,908.740725,0,99,52.970000,1.398876
cifar10,DL,908.740725,0,99,55.090000,1.282839
cifar10,DL,908.740725,0,99,55.640000,1.254304
cifar10,DL,908.740725,0,99,55.420000,1.254897
cifar10,DL,908.740725,0,99,54.670000,1.306133
cifar10,DL,908.740725,0,99,51.980000,1.362876
cifar10,DL,908.740725,0,99,53.690000,1.287150
cifar10,DL,908.740725,0,99,52.900000,1.336966
cifar10,DL,908.740725,0,99,55.980000,1.251323
cifar10,DL,908.740725,0,99,52.530000,1.337426
cifar10,DL,908.740725,0,99,53.140000,1.373471
cifar10,DL,908.740725,0,99,51.320000,1.404897
cifar10,DL,908.740725,0,99,55.280000,1.265648
cifar10,DL,908.740725,0,99,52.780000,1.326554
cifar10,DL,908.740725,0,99,54.680000,1.282812
cifar10,DL,908.740725,0,99,56.520000,1.225140
cifar10,DL,908.740725,0,99,55.450000,1.260922
cifar10,DL,908.740725,0,99,52.630000,1.341973
cifar10,DL,908.740725,0,99,51.750000,1.418386
cifar10,DL,908.740725,0,99,53.950000,1.307212
cifar10,DL,908.740725,0,99,53.680000,1.328193
cifar10,DL,908.740725,0,99,52.630000,1.340107
cifar10,DL,908.740725,0,99,54.750000,1.301182
cifar10,DL,908.740725,0,99,53.160000,1.336929
cifar10,DL,908.740725,0,99,53.420000,1.355259
cifar10,DL,908.740725,0,99,56.380000,1.249590
cifar10,DL,908.740725,0,99,53.320000,1.347796
cifar10,DL,908.740725,0,99,54.730000,1.282274
cifar10,DL,908.740725,0,99,54.720000,1.265686
cifar10,DL,908.740725,0,99,56.000000,1.235005
cifar10,DL,908.740725,0,99,54.870000,1.277105
cifar10,DL,908.740725,0,99,52.510000,1.371679
cifar10,DL,908.740725,0,99,52.010000,1.339896
cifar10,DL,908.740725,0,99,56.110000,1.242755
cifar10,DL,908.740725,0,99,51.630000,1.397065
cifar10,DL,908.740725,0,99,54.540000,1.315224
cifar10,DL,908.740725,0,99,52.120000,1.362573
cifar10,DL,908.740725,0,99,56.950000,1.201092
cifar10,DL,908.740725,0,99,53.430000,1.337041
cifar10,DL,908.740725,0,99,53.830000,1.312688
cifar10,DL,908.740725,0,99,51.280000,1.380269
cifar10,DL,908.740725,0,99,55.660000,1.251170
cifar10,DL,908.740725,0,99,54.230000,1.310863
cifar10,DL,908.740725,0,99,56.420000,1.245219
cifar10,DL,908.740725,0,99,53.910000,1.302636
cifar10,DL,908.740725,0,99,55.030000,1.277063
cifar10,DL,908.740725,0,99,54.230000,1.320223
cifar10,DL,908.740725,0,99,53.920000,1.330816
cifar10,DL,908.740725,0,99,51.300000,1.403504
cifar10,DL,908.740725,0,99,55.310000,1.272301
cifar10,DL,908.740725,0,99,52.870000,1.353423
cifar10,DL,908.740725,0,99,51.810000,1.403657
cifar10,DL,908.740725,0,99,55.580000,1.266382
cifar10,DL,908.740725,0,99,52.160000,1.380233
cifar10,DL,908.740725,0,99,52.670000,1.406300
cifar10,DL,908.740725,0,99,54.670000,1.293117
cifar10,DL,908.740725,0,99,53.610000,1.333376
cifar10,DL,908.740725,0,99,54.580000,1.304467
cifar10,DL,908.740725,0,99,55.650000,1.261060
cifar10,DL,908.740725,0,99,53.860000,1.290123
cifar10,DL,908.740725,0,99,54.230000,1.324160
cifar10,DL,908.740725,0,99,53.350000,1.323017
cifar10,DL,908.740725,0,99,52.690000,1.365049
cifar10,DL,908.740725,0,99,54.050000,1.327093
cifar10,DL,908.740725,0,99,52.600000,1.387745
cifar10,DL,908.740725,0,99,56.870000,1.209602
cifar10,DL,908.740725,0,99,56.180000,1.247915
cifar10,DL,908.740725,0,99,54.580000,1.278400
cifar10,DL,908.740725,0,99,55.140000,1.262055
cifar10,DL,908.740725,0,99,53.550000,1.446743
cifar10,DL,908.740725,0,99,56.220000,1.242346
cifar10,DL,908.740725,0,99,53.450000,1.310118
cifar10,DL,908.740725,0,99,51.720000,1.352358
cifar10,DL,908.740725,0,99,50.460000,1.465541
cifar10,DL,908.740725,0,99,52.640000,1.361674
cifar10,DL,908.740725,0,99,55.970000,1.259605
cifar10,DL,908.740725,0,99,50.920000,1.394352
cifar10,DL,908.740725,0,99,56.960000,1.222321
cifar10,DL,908.740725,0,99,55.580000,1.255574
cifar10,DL,908.740725,0,99,55.220000,1.269101
cifar10,DL,908.740725,0,99,54.260000,1.302185
cifar10,DL,908.740725,0,99,53.990000,1.322944
cifar10,DL,908.740725,0,99,54.010000,1.316836
cifar10,DL,908.740725,0,99,54.820000,1.294118
cifar10,DL,908.740725,0,99,51.530000,1.391225
cifar10,DL,908.740725,0,99,55.220000,1.264398
cifar10,DL,908.740725,0,99,55.820000,1.252946
cifar10,DL,908.740725,0,99,52.590000,1.404886
cifar10,DL,908.740725,0,99,55.680000,1.235589
cifar10,DL,908.740725,0,99,52.110000,1.395021
cifar10,DL,908.740725,0,99,55.520000,1.239699
cifar10,DL,908.740725,0,99,56.610000,1.226208
cifar10,DL,908.740725,0,99,54.560000,1.286626
cifar10,DL,908.740725,0,99,55.720000,1.245052
cifar10,DL,908.740725,0,99,50.950000,1.397181
cifar10,DL,908.740725,0,99,55.350000,1.254950
cifar10,DL,908.740725,0,99,50.380000,1.417417
cifar10,DL,908.740725,0,99,53.020000,1.383315
cifar10,DL,908.740725,0,99,52.490000,1.373034
cifar10,DL,908.740725,0,99,55.330000,1.253818
cifar10,DL,908.740725,0,99,53.240000,1.342656
cifar10,DL,908.740725,0,99,53.220000,1.341244
cifar10,DL,908.740725,0,99,55.350000,1.264849
cifar10,DL,908.740725,0,99,54.800000,1.295293
cifar10,DL,908.740725,0,99,53.310000,1.313746
cifar10,DL,908.740725,0,99,48.030000,1.466586
cifar10,DL,908.740725,0,99,52.770000,1.361592
cifar10,DL,908.740725,0,99,53.920000,1.302163
cifar10,DL,908.740725,0,99,55.350000,1.246954
cifar10,DL,908.740725,0,99,52.350000,1.377139
cifar10,DL,908.740725,0,99,55.950000,1.252458
cifar10,DL,908.740725,0,99,55.850000,1.266392
cifar10,DL,908.740725,0,99,55.630000,1.262632
cifar10,DL,908.740725,0,99,53.410000,1.346945
cifar10,DL,908.740725,0,99,51.330000,1.407535
cifar10,DL,908.740725,0,99,51.010000,1.398146
cifar10,DL,908.740725,0,99,55.730000,1.272435
cifar10,DL,908.740725,0,99,55.410000,1.273747
cifar10,DL,908.740725,0,99,55.100000,1.266750
cifar10,DL,908.740725,0,99,54.370000,1.327583
cifar10,DL,908.740725,0,99,54.740000,1.284993
cifar10,DL,908.740725,0,99,55.270000,1.268220
cifar10,DL,908.740725,0,99,57.280000,1.217970
cifar10,DL,908.740725,0,99,56.080000,1.255241
cifar10,DL,908.740725,0,99,56.550000,1.237738
cifar10,DL,908.740725,0,99,55.100000,1.275895
cifar10,DL,908.740725,0,99,54.520000,1.332993
cifar10,DL,908.740725,0,99,55.800000,1.266460
cifar10,DL,908.740725,0,99,55.330000,1.270278
cifar10,DL,908.740725,0,99,50.880000,1.434208
cifar10,DL,908.740725,0,99,53.890000,1.311223
cifar10,DL,908.740725,0,99,55.220000,1.258666
cifar10,DL,908.740725,0,99,54.620000,1.287167
cifar10,DL,908.740725,0,99,54.540000,1.307613
cifar10,DL,908.740725,0,99,54.020000,1.324862
cifar10,DL,908.740725,0,99,53.680000,1.296896
cifar10,DL,908.740725,0,99,53.540000,1.356576
cifar10,DL,908.740725,0,99,52.740000,1.340324
cifar10,DL,908.740725,0,99,53.630000,1.335032
cifar10,DL,908.740725,0,99,54.250000,1.276874
cifar10,DL,908.740725,0,99,54.910000,1.281781
cifar10,DL,908.740725,0,99,53.520000,1.304838
cifar10,DL,908.740725,0,99,52.470000,1.357015
cifar10,DL,908.740725,0,99,54.250000,1.327604
cifar10,DL,908.740725,0,99,52.720000,1.349975
cifar10,DL,908.740725,0,99,52.950000,1.317558
cifar10,DL,908.740725,0,99,55.440000,1.265648
cifar10,DL,908.740725,0,99,55.220000,1.273751
cifar10,DL,908.740725,0,99,55.700000,1.265727
cifar10,DL,908.740725,0,99,54.180000,1.288930
cifar10,DL,908.740725,0,99,53.320000,1.340893
cifar10,DL,908.740725,0,99,52.850000,1.335276
cifar10,DL,908.740725,0,99,49.160000,1.505677
cifar10,DL,908.740725,0,99,54.130000,1.294476
cifar10,DL,908.740725,0,99,53.690000,1.311698
cifar10,DL,908.740725,0,99,54.640000,1.274482
